STATION_CODE,STATION_NAME,LATITUDE,LONGITUDE,NUMBER_OF_ROUTES,BIKE_CAPACITY,Cages,Hoops,Locker,Other,Parkiteer,PARKING_CAPACITY,ANNUAL_PATRONAGE,PRE_PEAK,AM_PEAK,INTERPEAK,PM_PEAK,POST_PEAK,WEEKDAY_ENTRIES,SAT_ENTRIES,SUN_ENTRIES,AVG_WEEKLY_ENTRIES,ACCESS_BUS,ACCESS_CAR,ACCESS_BIKE,ACCESS_OTHER,ACCESS_TRAIN,ACCESS_TRAM,ACCESS_WALK,PURPOSE_EDU,PURPOSE_NIL,PURPOSE_APTMNT,PURPOSE_SOCIAL,PURPOSE_TOURIST,PURPOSE_VISIT,PURPOSE_WORK,venues
HUN,huntingdale,-37.91,145.1,2.0,64.0,0.0,0.0,14.0,0.0,1.0,657.0,1.67,391.46,2259.53,1333.77,1980.63,294.62,6260.0,1950.0,1260.0,34510.0,0.49,0.35,0.03,0.0,0.0,0.0,0.13,0.33,0.0,0.05,0.05,0.0,0.02,0.55,6
OAK,oakleigh,-37.9,145.09,2.0,47.0,0.0,1.0,16.0,0.0,1.0,339.0,2.04,488.41,2459.68,1503.48,1892.77,435.66,6780.0,3920.0,2860.0,40680.0,0.23,0.25,0.02,0.0,0.0,0.0,0.49,0.21,0.04,0.04,0.15,0.0,0.09,0.47,50
HUG,hughesdale,-37.89,145.08,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,102.23,926.22,417.64,339.67,84.24,1870.0,990.0,680.0,11020.0,0.1,0.24,0.01,0.0,0.01,0.0,0.64,0.24,0.0,0.05,0.1,0.0,0.06,0.54,3
MRB,murrumbeena,-37.89,145.07,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,208.11,1603.15,560.66,302.68,85.39,2760.0,1390.0,940.0,16130.0,0.03,0.31,0.0,0.0,0.0,0.0,0.66,0.13,0.0,0.06,0.11,0.0,0.07,0.63,13
CNE,carnegie,-37.89,145.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,176.35,1521.97,747.48,474.01,220.2,3140.0,1960.0,1360.0,19020.0,0.09,0.18,0.0,0.0,0.01,0.0,0.72,0.2,0.01,0.03,0.12,0.0,0.05,0.58,4
WER,werribee,-37.9,144.66,1.0,59.0,1.0,0.0,0.0,1.0,1.0,582.0,1.36,906.08,2346.02,949.82,595.04,113.03,4910.0,1870.0,1270.0,27690.0,0.2,0.52,0.0,0.0,0.02,0.0,0.27,0.26,0.02,0.08,0.06,0.01,0.03,0.55,43
HCG,hoppers crossing,-37.88,144.7,1.0,48.0,0.0,0.0,0.0,0.0,1.0,566.0,1.36,804.02,2555.45,933.74,605.01,101.78,5000.0,1700.0,1130.0,27830.0,0.37,0.45,0.01,0.01,0.0,0.0,0.16,0.19,0.03,0.06,0.03,0.0,0.06,0.63,13
LAV,laverton,-37.86,144.77,1.0,0.0,0.0,0.0,0.0,0.0,2.0,947.0,1.5,887.43,3030.24,931.61,515.29,115.43,5480.0,1730.0,1210.0,30340.0,0.19,0.65,0.02,0.01,0.01,0.0,0.12,0.28,0.01,0.05,0.03,0.0,0.02,0.61,1
ACF,aircraft,-37.87,144.76,1.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0,0.2,106.9,332.24,130.37,120.32,20.17,710.0,330.0,240.0,4120.0,0.16,0.64,0.0,0.0,0.0,0.0,0.19,0.09,0.0,0.05,0.07,0.0,0.1,0.69,7
WTO,westona,-37.87,144.81,1.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0.23,96.29,378.11,144.81,185.65,25.14,830.0,330.0,240.0,4720.0,0.03,0.27,0.11,0.0,0.01,0.0,0.58,0.11,0.0,0.17,0.2,0.0,0.02,0.49,5
ALT,altona,-37.87,144.83,1.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.31,132.88,442.01,217.26,152.24,55.62,1000.0,650.0,470.0,6120.0,0.13,0.29,0.01,0.01,0.0,0.0,0.56,0.13,0.01,0.08,0.16,0.01,0.03,0.59,24
SHE,seaholme,-37.87,144.84,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.1,37.56,201.4,63.43,33.03,14.59,350.0,190.0,130.0,2070.0,0.02,0.26,0.04,0.0,0.0,0.0,0.68,0.27,0.01,0.05,0.1,0.0,0.06,0.52,1
WTG,westgarth,-37.78,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,53.64,552.1,185.9,163.38,54.99,1010.0,560.0,370.0,5980.0,0.1,0.11,0.0,0.0,0.0,0.01,0.78,0.2,0.01,0.22,0.04,0.0,0.06,0.47,3
DEN,dennis,-37.78,145.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.37,74.99,771.66,228.77,183.43,41.15,1300.0,600.0,400.0,7500.0,0.06,0.27,0.02,0.0,0.0,0.0,0.65,0.17,0.0,0.04,0.07,0.01,0.03,0.69,12
FFD,fairfield,-37.78,145.02,1.0,12.0,0.0,0.0,12.0,0.0,0.0,106.0,0.64,152.04,1175.2,428.45,334.37,89.93,2180.0,1180.0,780.0,12860.0,0.05,0.21,0.01,0.0,0.0,0.0,0.73,0.11,0.0,0.03,0.08,0.0,0.15,0.63,14
ALP,alphington,-37.78,145.03,1.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.27,49.52,554.63,181.45,153.72,30.68,970.0,430.0,290.0,5570.0,0.0,0.23,0.0,0.0,0.0,0.0,0.77,0.09,0.0,0.03,0.06,0.0,0.05,0.77,13
DBN,darebin,-37.77,145.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.14,20.21,285.25,99.97,103.11,11.46,520.0,180.0,120.0,2900.0,0.0,0.48,0.02,0.01,0.01,0.0,0.48,0.05,0.02,0.05,0.09,0.01,0.31,0.47,22
IVA,ivanhoe,-37.77,145.05,1.0,16.0,0.0,0.0,16.0,0.0,0.0,297.0,0.84,244.83,1572.32,501.47,582.47,98.91,3000.0,1300.0,820.0,17120.0,0.1,0.25,0.01,0.0,0.01,0.0,0.63,0.25,0.0,0.06,0.12,0.0,0.03,0.53,0
EGT,eaglemont,-37.76,145.05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,43.84,389.63,133.89,56.2,16.44,640.0,290.0,180.0,3670.0,0.0,0.46,0.01,0.0,0.01,0.0,0.52,0.16,0.01,0.07,0.06,0.02,0.1,0.58,1
HDB,heidelberg,-37.76,145.06,1.0,37.0,0.0,1.0,6.0,0.0,1.0,300.0,0.9,195.77,1031.23,674.53,1170.82,147.65,3220.0,1290.0,920.0,18310.0,0.08,0.25,0.01,0.0,0.0,0.0,0.66,0.11,0.02,0.04,0.11,0.01,0.12,0.59,2
ROS,rosanna,-37.74,145.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,204.44,1120.69,330.0,198.16,36.72,1890.0,830.0,540.0,10820.0,0.1,0.51,0.0,0.02,0.0,0.0,0.36,0.25,0.0,0.05,0.05,0.0,0.02,0.63,0
MRN,moorabbin,-37.93,145.04,1.0,14.0,0.0,0.0,14.0,0.0,0.0,30.0,0.55,105.37,547.52,527.17,624.05,105.88,1910.0,1030.0,680.0,11260.0,0.15,0.25,0.05,0.02,0.02,0.0,0.52,0.24,0.03,0.05,0.08,0.0,0.07,0.53,1
PAT,patterson,-37.93,145.04,1.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.21,55.79,340.01,156.48,183.85,23.87,760.0,360.0,230.0,4390.0,0.0,0.18,0.04,0.0,0.0,0.0,0.79,0.14,0.0,0.1,0.16,0.0,0.05,0.55,1
BEN,bentleigh,-37.92,145.04,1.0,0.0,0.0,0.0,0.0,0.0,1.0,205.0,0.79,189.22,1171.25,655.3,470.87,123.36,2610.0,1560.0,1110.0,15720.0,0.1,0.25,0.01,0.0,0.04,0.0,0.6,0.12,0.03,0.03,0.14,0.0,0.09,0.59,36
MCK,mckinnon,-37.91,145.04,1.0,0.0,0.0,0.0,0.0,0.0,1.0,51.0,0.46,103.22,909.46,317.88,235.46,53.98,1620.0,740.0,500.0,9340.0,0.05,0.24,0.01,0.0,0.0,0.0,0.71,0.2,0.01,0.03,0.05,0.0,0.07,0.63,9
OMD,ormond,-37.9,145.04,1.0,12.0,0.0,2.0,0.0,0.0,1.0,117.0,0.81,151.85,1335.13,607.94,547.8,137.28,2780.0,1460.0,990.0,16350.0,0.1,0.21,0.02,0.0,0.01,0.0,0.66,0.15,0.02,0.06,0.07,0.0,0.04,0.67,4
GHY,glenhuntly,-37.89,145.04,1.0,6.0,0.0,0.0,6.0,0.0,0.0,175.0,0.98,165.63,1524.2,820.47,576.56,153.14,3240.0,2020.0,1450.0,19670.0,0.0,0.12,0.01,0.0,0.0,0.1,0.77,0.09,0.0,0.07,0.13,0.0,0.05,0.66,24
CFD,caulfield,-37.88,145.04,3.0,39.0,0.0,1.0,10.0,0.0,1.0,147.0,3.34,285.11,2633.56,2701.12,4375.81,1364.39,11360.0,6750.0,4630.0,68180.0,0.05,0.15,0.01,0.0,0.18,0.11,0.51,0.33,0.0,0.03,0.09,0.0,0.06,0.48,1
MAL,malvern,-37.87,145.03,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,149.14,1373.26,849.8,1009.23,298.57,3680.0,2080.0,1410.0,21890.0,0.0,0.12,0.0,0.0,0.0,0.11,0.77,0.08,0.0,0.08,0.04,0.0,0.09,0.71,1
ARM,armadale,-37.86,145.02,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,85.33,953.29,438.97,480.29,112.12,2070.0,1240.0,780.0,12370.0,0.0,0.08,0.0,0.01,0.0,0.13,0.79,0.13,0.0,0.03,0.06,0.0,0.03,0.75,8
TOR,toorak,-37.85,145.01,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,61.08,695.11,323.73,424.28,85.8,1590.0,820.0,510.0,9280.0,0.01,0.11,0.0,0.0,0.01,0.13,0.74,0.11,0.0,0.0,0.05,0.0,0.04,0.8,4
HKN,hawksburn,-37.84,145.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,81.64,850.94,350.54,298.12,98.76,1680.0,1070.0,690.0,10160.0,0.0,0.2,0.01,0.0,0.0,0.0,0.8,0.1,0.0,0.04,0.21,0.0,0.0,0.65,19
SHM,sandringham,-37.95,145.0,1.0,6.0,1.0,0.0,0.0,0.0,1.0,122.0,0.68,171.36,1203.5,460.17,343.84,101.13,2280.0,1380.0,910.0,13690.0,0.1,0.46,0.05,0.0,0.01,0.0,0.39,0.21,0.0,0.03,0.08,0.02,0.05,0.61,0
HAM,hampton,-37.94,145.0,1.0,5.0,0.0,0.0,5.0,0.0,0.0,167.0,0.45,75.92,797.75,324.23,247.51,74.58,1520.0,850.0,550.0,9000.0,0.07,0.23,0.03,0.0,0.02,0.0,0.65,0.18,0.0,0.04,0.15,0.01,0.0,0.62,24
BBH,brighton beach,-37.93,144.99,1.0,47.0,0.0,0.0,22.0,0.0,1.0,170.0,0.5,131.87,847.18,284.64,300.84,65.48,1630.0,990.0,750.0,9890.0,0.0,0.67,0.04,0.0,0.01,0.0,0.28,0.17,0.02,0.02,0.14,0.0,0.05,0.6,1
MBN,middle brighton,-37.92,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.66,87.9,1030.4,473.39,496.27,152.05,2240.0,1270.0,870.0,13340.0,0.06,0.25,0.01,0.05,0.0,0.0,0.63,0.15,0.02,0.04,0.06,0.01,0.03,0.68,1
NBN,north brighton,-37.9,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.65,102.7,1148.58,461.01,432.04,125.67,2270.0,1140.0,730.0,13220.0,0.06,0.3,0.02,0.06,0.0,0.0,0.57,0.13,0.0,0.07,0.05,0.0,0.07,0.68,1
GVE,gardenvale,-37.9,145.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,62.42,857.01,342.84,335.45,72.28,1670.0,810.0,500.0,9660.0,0.12,0.11,0.01,0.02,0.0,0.0,0.74,0.16,0.0,0.08,0.11,0.01,0.04,0.61,1
ELS,elsternwick,-37.88,145.0,1.0,9.0,0.0,1.0,4.0,0.0,0.0,156.0,1.07,188.36,1740.05,742.58,733.75,245.26,3650.0,2040.0,1330.0,21620.0,0.05,0.23,0.0,0.0,0.02,0.19,0.51,0.14,0.03,0.07,0.08,0.01,0.02,0.65,0
RIP,ripponlea,-37.88,145.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.73,119.78,1333.93,506.16,411.94,118.2,2490.0,1360.0,890.0,14700.0,0.01,0.14,0.0,0.0,0.0,0.0,0.85,0.22,0.03,0.02,0.15,0.0,0.01,0.56,0
BCV,balaclava,-37.87,144.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11,184.55,1673.54,785.9,755.41,250.61,3650.0,2200.0,1530.0,21980.0,0.0,0.07,0.01,0.0,0.0,0.1,0.82,0.18,0.01,0.05,0.07,0.01,0.06,0.62,47
WIN,windsor,-37.86,144.99,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,140.97,1521.38,682.51,1027.47,317.68,3690.0,1920.0,1220.0,21590.0,0.01,0.02,0.02,0.0,0.03,0.16,0.77,0.05,0.0,0.13,0.07,0.0,0.04,0.72,3
PRA,prahran,-37.85,144.99,1.0,34.0,0.0,0.0,8.0,0.0,1.0,0.0,1.29,102.61,1147.4,944.06,1905.01,430.93,4530.0,2200.0,1380.0,26230.0,0.01,0.01,0.0,0.0,0.01,0.03,0.94,0.14,0.0,0.06,0.33,0.0,0.02,0.46,48
SYR,south yarra,-37.84,144.99,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.94,295.33,3671.43,2725.58,5344.12,1393.54,13430.0,7800.0,5260.0,80210.0,0.0,0.04,0.02,0.0,0.4,0.09,0.45,0.19,0.01,0.09,0.11,0.0,0.07,0.54,40
UFD,upfield,-37.67,144.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,0.26,68.11,284.58,230.53,264.86,41.91,890.0,460.0,330.0,5240.0,0.13,0.28,0.09,0.05,0.0,0.0,0.46,0.44,0.0,0.07,0.13,0.0,0.0,0.35,1
GOW,gowrie,-37.7,144.96,1.0,4.0,0.0,0.0,4.0,0.0,0.0,118.0,0.17,55.47,199.5,169.18,100.12,25.73,550.0,380.0,260.0,3390.0,0.08,0.21,0.02,0.02,0.01,0.0,0.66,0.17,0.02,0.17,0.19,0.02,0.03,0.39,7
FAK,fawkner,-37.71,144.96,1.0,26.0,0.0,0.0,0.0,0.0,1.0,76.0,0.19,72.82,304.54,142.89,102.79,26.97,650.0,350.0,250.0,3850.0,0.03,0.41,0.01,0.02,0.05,0.0,0.5,0.26,0.07,0.12,0.03,0.0,0.04,0.48,5
MYN,merlynston,-37.72,144.96,1.0,8.0,0.0,0.0,8.0,0.0,0.0,218.0,0.36,129.3,655.3,283.24,146.87,35.3,1250.0,620.0,440.0,7310.0,0.03,0.43,0.0,0.0,0.0,0.0,0.54,0.21,0.0,0.09,0.08,0.01,0.02,0.59,10
BAT,batman,-37.73,144.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,71.53,430.72,194.73,200.6,42.42,940.0,510.0,350.0,5560.0,0.06,0.13,0.02,0.0,0.0,0.01,0.78,0.18,0.01,0.02,0.07,0.0,0.04,0.68,8
COB,coburg,-37.74,144.96,1.0,50.0,0.0,2.0,16.0,0.0,1.0,350.0,0.65,166.59,925.33,573.22,402.17,102.68,2170.0,1320.0,880.0,13050.0,0.22,0.24,0.0,0.0,0.01,0.01,0.53,0.21,0.01,0.05,0.1,0.0,0.04,0.59,2
MLD,moreland,-37.75,144.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,0.34,79.28,511.59,273.09,202.62,63.43,1130.0,680.0,470.0,6800.0,0.02,0.14,0.03,0.01,0.0,0.05,0.75,0.16,0.0,0.06,0.11,0.04,0.01,0.62,1
ASY,anstey,-37.76,144.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,92.56,575.96,269.92,202.57,68.98,1210.0,830.0,540.0,7420.0,0.03,0.09,0.04,0.0,0.0,0.0,0.84,0.1,0.02,0.07,0.09,0.0,0.06,0.66,16
BWK,brunswick,-37.77,144.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.35,54.26,414.07,264.29,322.02,95.37,1150.0,780.0,550.0,7080.0,0.04,0.07,0.03,0.0,0.01,0.0,0.86,0.15,0.0,0.05,0.12,0.0,0.09,0.58,46
JWL,jewell,-37.77,144.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,61.34,451.92,340.19,425.37,111.18,1390.0,890.0,670.0,8510.0,0.0,0.06,0.01,0.0,0.02,0.0,0.91,0.31,0.0,0.05,0.12,0.01,0.05,0.47,46
RPK,royal park,-37.78,144.95,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,23.06,165.57,267.97,380.64,42.77,880.0,750.0,620.0,5770.0,0.04,0.02,0.0,0.0,0.0,0.17,0.77,0.19,0.01,0.08,0.18,0.0,0.01,0.53,1
FBD,flemington bridge,-37.79,144.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,40.94,261.39,188.33,186.11,53.22,730.0,560.0,370.0,4580.0,0.0,0.01,0.0,0.0,0.0,0.06,0.93,0.23,0.02,0.11,0.09,0.0,0.06,0.49,14
MAC,macaulay,-37.79,144.94,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,22.71,150.29,158.0,288.45,50.54,670.0,370.0,250.0,3970.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.18,0.0,0.09,0.08,0.0,0.22,0.43,14
NME,north melbourne,-37.81,144.94,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,90.59,681.08,1077.17,2832.33,388.83,5070.0,2570.0,1810.0,29730.0,0.12,0.02,0.01,0.0,0.71,0.0,0.13,0.24,0.01,0.08,0.05,0.0,0.07,0.55,1
CHL,clifton hill,-37.79,145.0,2.0,26.0,0.0,0.0,0.0,0.0,1.0,90.0,0.96,154.25,1318.39,663.71,666.11,237.53,3040.0,2290.0,1690.0,19180.0,0.01,0.14,0.02,0.0,0.38,0.0,0.45,0.13,0.01,0.07,0.1,0.02,0.05,0.62,4
VPK,victoria park,-37.8,144.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,48.16,500.14,381.57,891.65,198.48,2020.0,1050.0,740.0,11890.0,0.01,0.03,0.0,0.0,0.04,0.0,0.92,0.18,0.01,0.05,0.09,0.01,0.06,0.6,44
CWD,collingwood,-37.8,144.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,32.31,317.6,263.02,647.64,99.43,1360.0,670.0,440.0,7910.0,0.0,0.02,0.0,0.0,0.0,0.0,0.98,0.2,0.0,0.04,0.13,0.01,0.13,0.48,44
NRM,north richmond,-37.81,144.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,63.24,458.13,551.86,1133.02,323.75,2530.0,1560.0,1250.0,15460.0,0.0,0.03,0.01,0.0,0.06,0.23,0.67,0.15,0.0,0.05,0.09,0.01,0.08,0.62,36
WRM,west richmond,-37.81,144.99,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,39.8,362.73,313.6,503.75,140.12,1360.0,750.0,490.0,8040.0,0.0,0.02,0.0,0.0,0.0,0.0,0.98,0.06,0.0,0.25,0.15,0.0,0.12,0.42,36
JLI,jolimont-mcg,-37.82,144.98,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,26.4,212.24,328.32,967.46,515.58,2050.0,2640.0,2000.0,14890.0,0.0,0.0,0.06,0.0,0.02,0.21,0.7,0.03,0.0,0.11,0.07,0.01,0.14,0.64,34
MCD,macleod,-37.73,145.07,1.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.5,168.78,899.37,355.23,324.85,51.77,1800.0,800.0,530.0,10330.0,0.07,0.26,0.0,0.0,0.01,0.0,0.65,0.18,0.0,0.19,0.04,0.0,0.02,0.57,2
WAT,watsonia,-37.71,145.08,1.0,35.0,0.0,1.0,4.0,0.0,1.0,534.0,0.67,407.37,1409.8,300.85,230.73,41.24,2390.0,1010.0,650.0,13610.0,0.04,0.59,0.0,0.0,0.0,0.0,0.37,0.17,0.0,0.05,0.1,0.0,0.07,0.61,3
GRN,greensborough,-37.7,145.11,1.0,34.0,0.0,0.0,8.0,0.0,1.0,212.0,0.76,453.91,1316.61,470.29,336.22,72.97,2650.0,1330.0,850.0,15430.0,0.26,0.44,0.01,0.01,0.0,0.0,0.27,0.2,0.03,0.03,0.07,0.0,0.06,0.61,4
MMY,montmorency,-37.72,145.12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.29,146.12,603.83,159.11,101.7,19.23,1030.0,440.0,290.0,5880.0,0.01,0.49,0.02,0.02,0.0,0.0,0.47,0.13,0.02,0.15,0.09,0.0,0.04,0.58,0
ELT,eltham,-37.71,145.15,1.0,9.0,1.0,0.0,8.0,0.0,0.0,397.0,0.58,289.61,1036.32,338.78,374.65,50.64,2090.0,880.0,570.0,11900.0,0.09,0.48,0.0,0.0,0.02,0.0,0.4,0.23,0.0,0.02,0.16,0.0,0.04,0.55,3
DCK,diamond creek,-37.67,145.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.17,115.88,329.75,98.77,66.88,18.71,630.0,270.0,170.0,3590.0,0.0,0.34,0.03,0.0,0.0,0.0,0.64,0.3,0.0,0.1,0.13,0.0,0.06,0.42,0
WTT,wattle glen,-37.66,145.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.05,29.03,118.38,20.0,10.08,2.51,180.0,60.0,40.0,1000.0,0.0,0.41,0.0,0.08,0.01,0.0,0.51,0.42,0.0,0.13,0.04,0.0,0.01,0.41,0
HBE,hurstbridge,-37.64,145.19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,0.13,83.77,272.21,72.81,35.05,6.17,470.0,200.0,160.0,2710.0,0.0,0.61,0.02,0.01,0.0,0.0,0.37,0.26,0.0,0.02,0.08,0.0,0.03,0.62,2
WIL,williamstown,-37.87,144.91,1.0,4.0,0.0,0.0,4.0,0.0,0.0,13.0,0.16,25.57,190.19,134.15,137.77,32.32,520.0,340.0,290.0,3230.0,0.0,0.08,0.02,0.0,0.01,0.0,0.89,0.08,0.0,0.03,0.19,0.03,0.01,0.66,0
WBH,williamstown beach,-37.86,144.89,1.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,0.16,38.29,261.02,136.99,112.3,21.39,570.0,270.0,200.0,3320.0,0.0,0.07,0.0,0.0,0.0,0.0,0.92,0.25,0.0,0.07,0.09,0.0,0.15,0.44,4
NWN,north williamstown,-37.86,144.89,1.0,8.0,0.0,0.0,8.0,0.0,0.0,39.0,0.32,101.66,546.14,251.98,182.23,37.98,1120.0,480.0,330.0,6410.0,0.05,0.18,0.0,0.0,0.0,0.0,0.77,0.24,0.03,0.03,0.21,0.01,0.02,0.46,4
NPT,newport,-37.84,144.88,2.0,25.0,0.0,0.0,0.0,0.0,1.0,310.0,1.16,318.62,2153.47,808.97,607.59,171.34,4060.0,1920.0,1280.0,23500.0,0.06,0.46,0.02,0.0,0.09,0.0,0.37,0.21,0.05,0.03,0.05,0.01,0.03,0.62,3
SPT,spotswood,-37.83,144.89,2.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.28,68.38,410.08,227.25,188.66,35.63,930.0,520.0,350.0,5520.0,0.0,0.32,0.02,0.01,0.0,0.0,0.65,0.13,0.01,0.03,0.15,0.0,0.04,0.64,2
YVE,yarraville,-37.82,144.89,2.0,22.0,0.0,0.0,0.0,0.0,1.0,0.0,0.91,186.24,1565.87,684.52,444.01,169.36,3050.0,1690.0,1150.0,18090.0,0.1,0.18,0.02,0.0,0.0,0.0,0.7,0.16,0.01,0.03,0.15,0.01,0.05,0.61,0
SEN,seddon,-37.81,144.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,114.72,910.12,330.48,186.67,58.01,1600.0,760.0,500.0,9260.0,0.01,0.12,0.01,0.0,0.0,0.0,0.86,0.14,0.02,0.07,0.07,0.0,0.02,0.69,4
WGS,watergardens,-37.7,144.77,1.0,61.0,1.0,1.0,0.0,0.0,1.0,0.0,1.35,653.63,2802.05,992.81,511.99,119.53,5080.0,1790.0,1250.0,28440.0,0.2,0.52,0.0,0.0,0.05,0.0,0.23,0.24,0.01,0.03,0.09,0.01,0.08,0.54,2
KPL,keilor plains,-37.73,144.79,1.0,0.0,0.0,0.0,0.0,0.0,0.0,636.0,0.56,290.97,1201.78,404.21,157.9,45.14,2100.0,760.0,560.0,11820.0,0.23,0.39,0.01,0.04,0.0,0.0,0.32,0.3,0.0,0.04,0.07,0.0,0.02,0.56,0
SAB,st albans,-37.74,144.8,1.0,42.0,0.0,4.0,0.0,0.0,1.0,235.0,1.0,307.09,1290.48,1173.73,691.01,127.69,3590.0,1690.0,1200.0,20840.0,0.11,0.29,0.0,0.01,0.0,0.0,0.59,0.46,0.01,0.04,0.04,0.0,0.04,0.41,5
GIN,ginifer,-37.76,144.81,1.0,42.0,0.0,4.0,0.0,0.0,1.0,340.0,0.57,182.21,999.82,561.79,284.22,61.96,2090.0,980.0,700.0,12130.0,0.13,0.36,0.0,0.0,0.0,0.0,0.51,0.27,0.0,0.03,0.17,0.0,0.04,0.49,3
ALB,albion,-37.78,144.82,1.0,8.0,0.0,0.0,8.0,0.0,0.0,673.0,0.8,393.86,1730.51,572.45,308.6,74.58,3080.0,960.0,660.0,17020.0,0.07,0.56,0.0,0.0,0.0,0.0,0.37,0.25,0.0,0.03,0.09,0.0,0.04,0.58,1
EPP,epping,-37.65,145.03,1.0,25.0,1.0,0.0,4.0,0.0,0.0,263.0,0.72,332.18,939.08,570.14,649.16,99.45,2590.0,1180.0,780.0,14910.0,0.21,0.37,0.02,0.02,0.01,0.0,0.38,0.37,0.0,0.05,0.03,0.0,0.05,0.5,0
LAL,lalor,-37.67,145.02,1.0,12.0,0.0,1.0,4.0,0.0,0.0,417.0,0.49,286.67,997.52,315.8,148.43,31.58,1780.0,660.0,440.0,10000.0,0.14,0.55,0.0,0.0,0.0,0.0,0.3,0.25,0.0,0.06,0.11,0.0,0.04,0.54,0
TSN,thomastown,-37.68,145.01,1.0,25.0,1.0,0.0,4.0,0.0,0.0,310.0,0.79,346.91,1293.49,641.23,359.16,89.21,2730.0,1470.0,980.0,16100.0,0.14,0.5,0.0,0.0,0.0,0.0,0.36,0.22,0.0,0.09,0.1,0.0,0.1,0.48,0
KPK,keon park,-37.69,145.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0,0.29,77.27,389.26,229.84,282.95,50.69,1030.0,480.0,320.0,5950.0,0.3,0.32,0.01,0.0,0.01,0.0,0.37,0.2,0.0,0.04,0.08,0.0,0.0,0.67,0
RUT,ruthven,-37.71,145.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.21,81.09,347.87,160.77,68.43,21.83,680.0,420.0,300.0,4120.0,0.0,0.37,0.02,0.0,0.0,0.0,0.61,0.18,0.0,0.01,0.11,0.0,0.05,0.64,5
RES,reservoir,-37.72,145.01,1.0,38.0,0.0,0.0,12.0,0.0,1.0,495.0,1.18,446.46,1848.07,913.38,649.14,152.95,4010.0,2150.0,1470.0,23670.0,0.18,0.37,0.01,0.0,0.01,0.0,0.44,0.25,0.04,0.05,0.09,0.0,0.04,0.54,2
